campaign_id,run_id,timestamp_host,rx_timestamp_ms,tx_timestamp_ms,inter_arrival_ms,beacon_id,seq_num,pkt_type,mod_kind,spread_factor,rssi_dbm,snr_db,freq_error_hz,payload_len,distance_m,label_sf,label_mod,mod_kind_label,label_beacon,label_pkt
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:39.167259+00:00,106426,106004,1001,1,105,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:40.159286+00:00,107426,107004,1000,1,106,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:41.151273+00:00,108427,108004,1001,1,107,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:42.159217+00:00,109428,109004,1001,1,108,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:43.151228+00:00,110428,110004,1000,1,109,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:44.159226+00:00,111429,111004,1001,1,110,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:45.151164+00:00,112429,112004,1000,1,111,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:46.159122+00:00,113430,113004,1001,1,112,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:47.151190+00:00,114430,114004,1000,1,113,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:48.143131+00:00,115431,115004,1001,1,114,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:49.151134+00:00,116432,116004,1001,1,115,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:50.143103+00:00,117433,117004,1001,1,116,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:51.151087+00:00,118433,118004,1000,1,117,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:52.143053+00:00,119434,119004,1001,1,118,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:53.151003+00:00,120435,120004,1001,1,119,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:54.143023+00:00,121436,121004,1001,1,120,0,1,7,-45,10.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:55.150936+00:00,122436,122004,1000,1,121,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:56.142991+00:00,123437,123004,1001,1,122,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:57.134962+00:00,124438,124004,1001,1,123,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:58.142984+00:00,125439,125004,1001,1,124,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:13:59.134977+00:00,126440,126004,1001,1,125,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:00.142912+00:00,127441,127004,1001,1,126,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:01.134902+00:00,128442,128004,1001,1,127,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:02.142831+00:00,129442,129004,1000,1,128,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:03.134874+00:00,130443,130004,1001,1,129,0,1,7,-44,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:04.126853+00:00,131444,131004,1001,1,130,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:05.134838+00:00,132445,132004,1001,1,131,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:06.126825+00:00,133445,133004,1000,1,132,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:07.134788+00:00,134446,134004,1001,1,133,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:08.126784+00:00,135448,135004,1002,1,134,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:09.134711+00:00,136448,136004,1000,1,135,0,1,7,-46,10.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:10.126842+00:00,137449,137004,1001,1,136,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:11.134681+00:00,138450,138004,1001,1,137,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:12.126773+00:00,139452,139004,1002,1,138,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:13.134642+00:00,140453,140004,1001,1,139,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:14.126675+00:00,141454,141004,1001,1,140,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:15.118770+00:00,142455,142004,1001,1,141,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:16.126653+00:00,143456,143004,1001,1,142,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:17.118619+00:00,144457,144004,1001,1,143,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:18.126703+00:00,145458,145004,1001,1,144,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:19.118637+00:00,146459,146004,1001,1,145,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:20.126665+00:00,147460,147004,1001,1,146,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:21.118556+00:00,148460,148004,1000,1,147,0,1,7,-45,10.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:22.126480+00:00,149461,149004,1001,1,148,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:23.118514+00:00,150462,150004,1001,1,149,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:24.110507+00:00,151463,151004,1001,1,150,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:25.118484+00:00,152464,152004,1001,1,151,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:26.110462+00:00,153465,153004,1001,1,152,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:27.118537+00:00,154466,154004,1001,1,153,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:28.110436+00:00,155466,155004,1000,1,154,0,1,7,-44,10.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:29.118379+00:00,156467,156004,1001,1,155,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:30.110396+00:00,157468,157004,1001,1,156,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:31.102397+00:00,158469,158004,1001,1,157,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:32.110379+00:00,159470,159004,1001,1,158,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:33.102342+00:00,160471,160004,1001,1,159,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:34.110361+00:00,161472,161004,1001,1,160,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:35.102343+00:00,162473,162004,1001,1,161,0,1,7,-45,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:36.110249+00:00,163473,163004,1000,1,162,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:37.102272+00:00,164474,164004,1001,1,163,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:38.110237+00:00,165475,165004,1001,1,164,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:39.102235+00:00,166475,166004,1000,1,165,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:40.110193+00:00,167476,167004,1001,1,166,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:41.102207+00:00,168477,168004,1001,1,167,0,1,7,-45,9.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:42.094188+00:00,169478,169004,1001,1,168,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:43.102169+00:00,170479,170004,1001,1,169,0,1,7,-45,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-04T21:14:44.094156+00:00,171480,171004,1001,1,170,0,1,7,-45,9.25,5147,14,3.0,7,lora,1,1,0
